1.5764;-0.6209;0
1.8989;-0.8605;0
-0.8673;-1.1208;0
-2.5291;-1.0569;0
-3.1843;-1.2303;0
-0.9373;-1.0068;0
-3.0442;-1.1146;0
-3.8737;-0.8556;0
-0.6014;-1.2714;0
-0.7333;-1.0669;0
0.0929;-1.1684;0
-2.8279;-1.1437;0
-0.9900;-0.8578;0
-1.1295;-0.9747;0
-4.0117;-0.8830;0
0.0760;-0.7622;0
-0.3586;-0.7701;0
3.7782;-1.2744;0
-0.5941;-0.8926;0
-1.2894;-1.3523;0
1.4655;-1.0128;0
-0.6024;-0.6162;0
0.8181;-1.0387;0
-1.7311;-1.0738;0
-0.5637;-0.9659;0
1.0486;-0.9964;0
0.3925;-0.9947;0
-0.7431;-1.1515;0
-3.1646;-0.7837;0
-0.1096;-0.8222;0
-0.8463;-1.0424;0
0.4409;-0.9371;0
-0.5675;-0.8683;0
1.1764;-0.7936;0
-1.1031;-0.9214;0
-0.5961;-0.8610;0
0.3336;-1.0526;0
-3.1738;-1.2139;0
-1.8033;-1.0991;0
-2.0001;-0.7962;0
2.9612;-0.8045;0
-1.1857;-0.9707;0
0.3044;-1.1135;0
0.2388;-0.9385;0
-1.5617;-0.6673;0
-4.1017;-0.7291;0
0.9297;-1.1367;0
-1.8144;-1.0087;0
0.4359;-1.2903;0
-3.6105;-1.2271;0
-1.8760;-0.9623;0
1.5136;-0.9950;0
1.8620;-0.8070;0
-3.6049;-0.7465;0
-3.6656;-0.8330;0
-1.0885;-0.7360;0
0.4565;-1.1094;0
-0.6790;-1.2258;0
-0.3929;-0.8999;0
-2.9777;-0.4643;0
0.1736;-0.9286;0
1.2337;-1.2303;0
-1.8713;-0.9515;0
-3.8670;-0.7149;0
-2.5176;-1.2069;0
0.5233;-0.8393;0
-4.4674;-1.1222;0
-1.1838;-0.7454;0
-2.9820;-0.8429;0
-1.2623;-0.9392;0
-1.4890;-0.6000;0
-0.9683;-1.0818;0
2.0024;-1.1372;0
-0.1586;-0.6290;0
1.6674;-1.1753;0
-1.2828;-0.5602;0
-1.9592;-1.0080;0
-0.2424;-1.2073;0
-6.6716;-1.0004;0
-1.0798;-0.9739;0
-0.6797;-0.9598;0
-3.4704;-1.0384;0
-0.0713;-0.7838;0
-2.1185;-1.4640;0
-5.9182;-1.1109;0
-1.4266;-1.0524;0
-2.9577;-0.6361;0
-2.0412;-1.3985;0
-1.3046;-1.0679;0
1.5020;-1.2286;0
-0.7937;-1.1330;0
-1.0570;-0.8719;0
-0.2220;-0.9178;0
-4.6242;-0.7120;0
1.4802;-1.1199;0
-3.1542;-0.9463;0
-0.1218;-0.7653;0
-3.2536;-0.8193;0
-2.9530;-1.0672;0
-1.7926;-0.7744;0
0.0762;0.9205;1
2.8034;1.2112;1
1.1544;1.2124;1
0.8874;1.1192;1
1.2708;1.3252;1
1.8490;0.9659;1
2.7415;0.7512;1
0.8580;0.6483;1
0.6324;1.2781;1
1.5865;0.8914;1
0.1284;0.9067;1
-0.6962;1.2503;1
1.8359;0.7633;1
0.6206;1.5311;1
2.1268;1.1999;1
-0.0267;0.8419;1
-1.8963;0.8099;1
1.2830;1.3245;1
1.1549;0.6448;1
2.6004;0.8077;1
1.5255;1.0019;1
1.3094;1.0608;1
1.5866;1.0046;1
0.6328;1.1162;1
1.0775;0.8908;1
-0.3519;0.9636;1
1.5192;1.3795;1
0.1947;1.1938;1
0.5542;0.8651;1
1.6997;1.5144;1
1.9155;0.4028;1
-0.0072;1.0253;1
3.0038;1.2005;1
0.4084;1.2917;1
1.8350;1.0335;1
1.9513;0.8846;1
1.2241;1.1757;1
1.1722;0.9420;1
2.7972;1.1424;1
1.8902;0.1430;1
1.4455;1.1145;1
-0.8243;0.7628;1
0.2529;1.2823;1
2.1627;1.2243;1
1.1940;1.2186;1
0.0450;0.8786;1
0.3576;1.1302;1
0.6938;0.8973;1
1.6861;1.0645;1
1.3870;0.9594;1
1.9974;0.7386;1
0.1830;1.5931;1
1.9860;1.2171;1
0.4981;0.3830;1
0.7011;1.2681;1
2.7331;0.5817;1
1.0741;0.9304;1
0.8606;0.8254;1
0.7897;0.8396;1
0.6152;1.0722;1
2.5594;0.9024;1
2.3766;0.5655;1
1.7169;0.9982;1
1.1842;1.1095;1
2.0426;1.5309;1
0.9223;0.8757;1
1.4526;0.6432;1
1.4019;0.8859;1
1.0889;1.1959;1
2.6484;0.7349;1
2.7552;0.7837;1
2.3237;1.1662;1
-0.9131;0.9967;1
2.8359;1.0666;1
1.7024;0.8113;1
0.5494;0.7522;1
0.9756;0.9028;1
2.1383;0.9538;1
2.1749;0.8997;1
1.8550;1.1294;1
1.1409;1.1642;1
1.0358;1.1644;1
1.8321;1.1438;1
0.9086;0.7343;1
0.1019;0.6642;1
0.3766;1.2405;1
0.8604;1.0038;1
1.3325;1.0366;1
3.2637;0.6521;1
-0.3698;0.9366;1
1.4772;0.8087;1
0.9083;0.7407;1
1.3009;0.8111;1
2.3539;0.5517;1
2.2414;1.0256;1
0.8428;1.3498;1
0.4424;0.7877;1
-0.3629;1.0284;1
0.9287;0.6724;1
2.2470;1.2015;1
