-0.6135;-0.0521;0
-0.5652;-0.6512;0
-0.9801;-1.3021;0
-1.2294;-1.1422;0
-1.3277;-1.5757;0
-0.9906;-1.0171;0
-1.3066;-1.2865;0
-1.4310;-0.6391;0
-0.9402;-1.6785;0
-0.9600;-1.1673;0
-0.8361;-1.4210;0
-1.2742;-1.3594;0
-0.9985;-0.6444;0
-1.0194;-0.9368;0
-1.4517;-0.7074;0
-0.8386;-0.4055;0
-0.9038;-0.4252;0
-0.2833;-1.6859;0
-0.9391;-0.7315;0
-1.0434;-1.8806;0
-0.6302;-1.0319;0
-0.9404;-0.0404;0
-0.7273;-1.0968;0
-1.1097;-1.1846;0
-0.9345;-0.9148;0
-0.6927;-0.9910;0
-0.7911;-0.9867;0
-0.9615;-1.3786;0
-1.3247;-0.4591;0
-0.8664;-0.5555;0
-0.9769;-1.1061;0
-0.7839;-0.8426;0
-0.9351;-0.6708;0
-0.6735;-0.4839;0
-1.0155;-0.8036;0
-0.9394;-0.6524;0
-0.8000;-1.1316;0
-1.3261;-1.5347;0
-1.1205;-1.2477;0
-1.1500;-0.4904;0
-0.4058;-0.5111;0
-1.0279;-0.9269;0
-0.8043;-1.2837;0
-0.8142;-0.8462;0
-1.0843;-0.1683;0
-1.4653;-0.3228;0
-0.7105;-1.3418;0
-1.1222;-1.0218;0
-0.7846;-1.7259;0
-1.3916;-1.5678;0
-1.1314;-0.9059;0
-0.6230;-0.9876;0
-0.5707;-0.5176;0
-1.3907;-0.3662;0
-1.3998;-0.5825;0
-1.0133;-0.3401;0
-0.7815;-1.2735;0
-0.9518;-1.5644;0
-0.9089;-0.7497;0
-1.2967;0.3393;0
-0.8240;-0.8216;0
-0.6649;-1.5759;0
-1.1307;-0.8788;0
-1.4300;-0.2872;0
-1.2276;-1.5172;0
-0.7715;-0.5983;0
-1.5201;-1.3056;0
-1.0276;-0.3636;0
-1.2973;-0.6073;0
-1.0393;-0.8480;0
-1.0734;0.0000;0
-0.9952;-1.2045;0
-0.5496;-1.3430;0
-0.8738;-0.0726;0
-0.5999;-1.4382;0
-1.0424;0.0994;0
-1.1439;-1.0201;0
-0.8864;-1.5183;0
-1.8507;-1.0010;0
-1.0120;-0.9348;0
-0.9519;-0.8994;0
-1.3706;-1.0960;0
-0.8607;-0.4594;0
-1.1678;-2.1599;0
-1.7377;-1.2773;0
-1.0640;-1.1311;0
-1.2937;-0.0902;0
-1.1562;-1.9964;0
-1.0457;-1.1699;0
-0.6247;-1.5716;0
-0.9691;-1.3324;0
-1.0085;-0.6798;0
-0.8833;-0.7945;0
-1.5436;-0.2800;0
-0.6280;-1.2998;0
-1.3231;-0.8657;0
-0.8683;-0.4133;0
-1.3380;-0.5483;0
-1.2929;-1.1680;0
-1.1189;-0.4360;0
0.6305;0.8410;1
1.7213;1.4223;1
1.0617;1.4249;1
0.9549;1.2383;1
1.1083;1.6504;1
1.3396;0.9318;1
1.6966;0.5023;1
0.9432;0.2965;1
0.8530;1.5561;1
1.2346;0.7828;1
0.6514;0.8134;1
0.3215;1.5006;1
1.3344;0.5266;1
0.8482;2.0621;1
1.4507;1.3997;1
0.5893;0.6839;1
-0.1585;0.6198;1
1.1132;1.6490;1
1.0620;0.2897;1
1.6402;0.6154;1
1.2102;1.0037;1
1.1238;1.1217;1
1.2347;1.0091;1
0.8531;1.2323;1
1.0310;0.7817;1
0.4592;0.9272;1
1.2077;1.7591;1
0.6779;1.3876;1
0.8217;0.7302;1
1.2799;2.0288;1
1.3662;-0.1945;1
0.5971;1.0506;1
1.8015;1.4009;1
0.7633;1.5834;1
1.3340;1.0670;1
1.3805;0.7692;1
1.0896;1.3514;1
1.0689;0.8839;1
1.7189;1.2848;1
1.3561;-0.7140;1
1.1782;1.2289;1
0.2703;0.5256;1
0.7012;1.5646;1
1.4651;1.4487;1
1.0776;1.4373;1
0.6180;0.7573;1
0.7430;1.2605;1
0.8775;0.7947;1
1.2744;1.1290;1
1.1548;0.9187;1
1.3989;0.4772;1
0.6732;2.1862;1
1.3944;1.4343;1
0.7992;-0.2340;1
0.8804;1.5362;1
1.6932;0.1635;1
1.0296;0.8608;1
0.9442;0.6509;1
0.9159;0.6793;1
0.8461;1.1445;1
1.6238;0.8047;1
1.5506;0.1309;1
1.2868;0.9964;1
1.0737;1.2189;1
1.4170;2.0617;1
0.9689;0.7513;1
1.1810;0.2864;1
1.1607;0.7718;1
1.0356;1.3919;1
1.6594;0.4697;1
1.7021;0.5674;1
1.5295;1.3325;1
0.2347;0.9933;1
1.7344;1.1332;1
1.2810;0.6226;1
0.8198;0.5043;1
0.9902;0.8056;1
1.4553;0.9076;1
1.4699;0.7995;1
1.3420;1.2587;1
1.0563;1.3283;1
1.0143;1.3288;1
1.3328;1.2876;1
0.9634;0.4685;1
0.6408;0.3284;1
0.7507;1.4810;1
0.9441;1.0076;1
1.1330;1.0731;1
1.9055;0.3041;1
0.4521;0.8731;1
1.1909;0.6174;1
0.9633;0.4814;1
1.1204;0.6221;1
1.5416;0.1035;1
1.4966;1.0512;1
0.9371;1.6996;1
0.7770;0.5753;1
0.4548;1.0568;1
0.9715;0.3447;1
1.4988;1.4030;1
